City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
278,Acarau,BR,-2.8856,-40.12,77.41,79,29,8.72,scattered clouds
279,Lorica,CO,9.2365,-75.8135,77.83,87,98,7.56,overcast clouds
280,Coihaique,CL,-45.5752,-72.0662,51.75,54,75,8.05,broken clouds
281,Bonavista,CA,48.6499,-53.1147,36.12,91,100,23.67,overcast clouds
282,Pudozh,RU,61.8099,36.5345,25.59,95,100,8.41,overcast clouds
283,Villazon,BO,-22.0866,-65.5942,47.46,80,69,10.54,broken clouds
284,Parakan,ID,-6.4191,106.0081,80.44,71,100,7.29,overcast clouds
285,Valleyview,CA,55.0667,-117.2859,49.82,68,100,28.01,overcast clouds
286,Saint-Pierre,RE,-21.3393,55.4781,79.18,57,0,5.75,clear sky
287,Kavieng,PG,-2.5744,150.7967,82.4,77,45,8.77,moderate rain
288,Zvolen,SK,48.5744,19.1532,40.53,94,10,1.99,clear sky
289,Minuri,PH,16.535,121.8574,79.92,74,50,4.14,scattered clouds
290,Sauca,RO,47.4667,22.4833,40.73,91,17,5.08,few clouds
291,Sungairaya,ID,0.7,108.9,78.96,82,100,4.74,overcast clouds
292,Itoman,JP,26.1247,127.6694,66.22,75,75,19.57,broken clouds
293,Kuryk,KZ,43.2,51.65,38.23,69,10,7.23,clear sky
294,Charters Towers,AU,-20.1,146.2667,93.18,31,7,9.8,clear sky
295,Kismayo,SO,-0.3582,42.5454,77.76,80,13,15.12,few clouds
296,Grand Gaube,MU,-20.0064,57.6608,82.38,66,84,1.99,broken clouds
297,Enumclaw,US,47.2043,-121.9915,49.55,88,40,1.01,scattered clouds
298,Vitim,RU,59.4511,112.5578,-8.68,89,100,3.85,overcast clouds
299,Antalaha,MG,-14.9003,50.2788,76.78,89,57,3.91,broken clouds
300,Cayenne,GF,4.9333,-52.3333,75.09,92,75,4.61,broken clouds
301,Buraydah,SA,26.326,43.975,59.14,34,0,11.27,clear sky
302,Anzio,IT,41.4853,12.6179,48.42,73,2,7.87,clear sky
303,Grand-Santi,GF,4.25,-54.3833,72.64,97,99,2.17,overcast clouds
304,San Carlos Del Zulia,VE,9.0,-71.9135,73.98,93,47,3.53,scattered clouds
305,Weligama,LK,5.9667,80.4167,83.7,60,91,2.01,light rain
306,Yining,CN,29.0361,114.5636,43.79,84,97,1.1,overcast clouds
307,Lima,PE,-12.0432,-77.0282,70.9,82,0,4.61,clear sky
308,Bubaque,GW,11.2833,-15.8333,77.2,71,5,7.36,clear sky
309,Goderich,CA,43.7501,-81.7165,37.2,96,100,14.38,overcast clouds
310,Dhanera,IN,24.5167,72.0167,70.02,36,0,9.31,clear sky
311,Nicolas Bravo,MX,18.45,-88.9167,66.54,89,90,2.44,overcast clouds
312,Cherskiy,RU,68.75,161.3,-40.65,99,89,4.65,overcast clouds
313,Aksarka,RU,66.5606,67.7975,2.3,97,95,10.33,overcast clouds
314,Yar-Sale,RU,66.8333,70.8333,0.79,96,63,12.82,broken clouds
315,Kharan,PK,28.5833,65.4167,54.95,20,0,5.88,clear sky
316,Straumen,NO,63.8709,11.2999,35.94,81,73,21.16,light snow
317,Laurel,US,39.0993,-76.8483,47.89,66,0,3.0,clear sky
318,Lac Du Bonnet,CA,50.2536,-96.0612,-7.31,100,32,5.26,scattered clouds
319,Provideniya,RU,64.3833,-173.3,-3.89,59,0,13.42,clear sky
320,Palana,RU,59.1167,159.9667,2.44,94,35,3.91,scattered clouds
321,Moron,AR,-34.6534,-58.6198,71.96,81,2,7.29,clear sky
322,Javanrud,IR,34.7961,46.5172,36.63,84,100,4.63,overcast clouds
323,San Quintin,MX,30.4833,-115.95,60.73,47,0,2.01,clear sky
324,Bandarbeyla,SO,9.4942,50.8122,73.8,64,89,15.41,overcast clouds
325,Rocha,UY,-34.4833,-54.3333,60.01,89,0,5.84,clear sky
326,Boqueirao,BR,-7.5,-36.1333,74.75,80,49,5.12,scattered clouds
327,San-Pedro,CI,4.7485,-6.6363,77.13,91,6,3.09,clear sky
328,Lodwar,KE,3.1191,35.5973,80.1,33,36,7.07,scattered clouds
329,Monteria,CO,8.748,-75.8814,76.84,92,100,4.81,overcast clouds
330,Constitucion,CL,-35.3333,-72.4167,57.83,87,5,1.54,clear sky
331,Abha,SA,18.2164,42.5053,55.22,47,0,8.05,clear sky
332,Grande Prairie,CA,55.1667,-118.8027,48.45,72,100,21.09,overcast clouds
333,Milan,IT,45.4643,9.1895,47.26,88,75,1.99,mist
334,Dukat,RU,62.55,155.55,-13.77,82,62,3.56,broken clouds
335,Ampanihy,MG,-24.7,44.75,73.38,80,16,6.55,few clouds
336,Ritchie,ZA,-29.038,24.6028,63.61,30,15,4.23,few clouds
337,Fukuma,JP,33.7667,130.4667,51.8,68,100,9.31,overcast clouds
338,Esso,RU,55.9333,158.7,13.15,93,17,1.16,few clouds
339,Damoh,IN,23.8333,79.45,64.17,62,4,8.39,clear sky
340,Terra Santa,BR,-2.1042,-56.4869,72.93,97,100,1.16,overcast clouds
341,Luganville,VU,-15.5333,167.1667,84.65,71,100,5.66,overcast clouds
342,Talaya,RU,61.3833,152.75,-16.56,84,82,1.32,broken clouds
343,Svetlaya,RU,46.5389,138.3297,23.92,55,14,3.0,few clouds
344,Sibolga,ID,1.7427,98.7792,76.41,85,100,3.78,overcast clouds
345,Bismarck,US,46.8083,-100.7837,30.04,90,0,9.22,clear sky
346,Lumby,CA,50.2498,-118.969,36.73,94,99,2.3,overcast clouds
347,Zyryanka,RU,65.75,150.85,-24.16,89,80,4.16,broken clouds
348,Marawi,PH,7.9986,124.2928,70.65,67,100,5.77,overcast clouds
349,Evanston,US,42.0411,-87.6901,36.46,78,100,11.5,overcast clouds
350,Hobyo,SO,5.3505,48.5268,76.69,70,100,20.2,overcast clouds
351,Tocopilla,CL,-22.092,-70.1979,66.96,67,0,1.63,clear sky
352,Makungu,TZ,-8.7333,35.2833,62.64,93,100,2.1,light rain
353,Dali,CN,25.7,100.1833,52.92,31,3,7.38,clear sky
354,Ust-Kan,RU,50.9276,84.761,-0.09,95,73,2.28,broken clouds
355,Trinidad,BO,-14.8333,-64.9,73.33,80,100,1.59,overcast clouds
356,Srivardhan,IN,18.0333,73.0167,74.88,46,36,5.26,scattered clouds
357,Kasempa,ZM,-13.4584,25.8338,61.56,97,100,3.33,light rain
358,Port Dickson,MY,2.5228,101.7959,77.22,85,100,1.05,light rain
359,Verkhnevilyuysk,RU,63.4453,120.3167,-21.12,91,71,1.63,broken clouds
360,Erdenet,MN,49.0333,104.0833,1.22,83,100,3.06,overcast clouds
361,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,21.85,scattered clouds
362,Hailar,CN,49.2,119.7,4.87,87,100,7.85,overcast clouds
363,Rundu,NA,-17.9333,19.7667,67.5,87,79,2.3,broken clouds
364,Marsaxlokk,MT,35.8419,14.5431,53.08,93,0,8.05,clear sky
365,Touros,BR,-5.1989,-35.4608,79.7,73,80,7.74,broken clouds
366,Orai,IN,25.9833,79.4667,60.37,65,0,6.89,clear sky
367,Ostrovnoy,RU,68.0531,39.5131,24.26,85,97,23.24,overcast clouds
368,Shush,IR,32.1942,48.2436,52.36,47,0,9.06,clear sky
369,Barra Patuca,HN,15.8,-84.2833,74.8,80,24,8.25,few clouds
370,Mrakovo,RU,52.7161,56.6244,8.92,92,100,5.1,overcast clouds
371,Visby,SE,57.6409,18.296,37.62,81,75,18.41,broken clouds
372,Barabai,ID,-2.5833,115.3833,82.02,83,100,0.63,overcast clouds
373,Presidente Dutra,BR,-5.29,-44.49,73.27,97,100,3.51,overcast clouds
374,Saint George,US,37.1041,-113.5841,57.79,31,0,16.11,clear sky
375,Vanavara,RU,60.34,102.2797,-12.17,91,64,4.38,broken clouds
376,Nuuk,GL,64.1835,-51.7216,20.01,93,100,6.91,overcast clouds
377,Atar,MR,20.5169,-13.0499,65.64,13,16,10.42,few clouds
378,Sattahip,TH,12.6664,100.9007,91.98,70,20,6.91,few clouds
379,Katsuura,JP,35.1333,140.3,41.02,80,100,16.89,moderate rain
380,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,88,20,12.84,few clouds
381,Amarpur,IN,25.0333,86.9,72.05,55,24,2.62,few clouds
382,Shushtar,IR,32.0455,48.8567,48.13,42,0,6.2,clear sky
383,Mindelo,CV,16.8901,-24.9804,71.15,78,0,12.66,clear sky
384,Prince George,CA,53.9166,-122.753,43.25,85,100,16.11,overcast clouds
385,Ngunguru,NZ,-35.6167,174.5,77.16,85,97,8.68,overcast clouds
386,Mogilno,PL,52.6581,17.9558,43.21,93,100,12.64,overcast clouds
387,Jambi,ID,-1.6,103.6167,79.54,72,100,5.19,heavy intensity rain
388,Tholen,NL,51.5317,4.2208,47.07,97,100,9.22,overcast clouds
389,Linxia,CN,35.6003,103.2064,24.13,79,100,1.21,overcast clouds
390,Melo,UY,-32.3667,-54.1833,61.34,79,0,8.21,clear sky
391,Puerto Del Rosario,ES,28.5004,-13.8627,71.28,32,90,3.44,overcast clouds
392,Galveston,US,29.3669,-94.9669,57.31,86,0,6.91,clear sky
393,Nuevitas,CU,21.5453,-77.2644,72.84,82,32,0.72,scattered clouds
394,Numan,NG,9.4667,12.0333,67.62,14,78,1.61,broken clouds
395,Umtata,ZA,-31.5889,28.7844,63.16,94,0,1.14,clear sky
396,Northam,GB,51.0333,-4.2167,44.29,84,100,12.39,overcast clouds
397,Labuhan,ID,-6.8844,112.2051,83.68,72,100,8.28,overcast clouds
398,Ulaangom,MN,49.9811,92.0667,-15.02,96,99,2.62,overcast clouds
399,Benguela,AO,-12.5763,13.4055,75.99,73,100,4.61,light rain
400,Komarikhinskiy,RU,58.0979,57.1163,22.19,91,100,9.98,overcast clouds
401,Formosa Do Rio Preto,BR,-11.0483,-45.1931,73.87,75,100,2.89,overcast clouds
402,Copala,MX,16.65,-98.9833,73.96,76,3,3.74,clear sky
403,Chapais,CA,49.7834,-74.8492,26.38,95,100,10.83,light snow
404,Stromness,GB,58.965,-3.296,37.36,62,85,26.82,overcast clouds
405,Berlevag,NO,70.8578,29.0864,21.2,83,41,21.32,scattered clouds
406,Erenhot,CN,43.6475,111.9767,15.06,65,35,11.07,scattered clouds
407,Jinchang,CN,38.4953,102.1739,28.44,41,96,3.51,overcast clouds
408,Killybegs,IE,54.6333,-8.45,41.49,63,94,24.67,light rain
409,Paamiut,GL,61.994,-49.6678,20.59,80,100,16.46,overcast clouds
410,Husavik,IS,66.0449,-17.3389,-0.49,85,82,9.4,broken clouds
411,Faya,SA,18.3851,42.4509,55.51,68,7,3.24,clear sky
412,Dimona,IL,31.0667,35.0333,41.85,74,16,18.05,few clouds
413,Vestmanna,FO,62.1564,-7.1664,29.32,69,82,25.32,broken clouds
414,Calatayud,ES,41.3535,-1.6432,41.58,62,0,2.33,clear sky
415,Margate,GB,51.3813,1.3862,47.3,93,100,4.0,overcast clouds
416,Sheregesh,RU,52.9209,87.9869,-1.39,83,10,4.25,clear sky
417,Ballina,AU,-28.8667,153.5667,87.98,51,0,8.97,clear sky
418,Igarka,RU,67.4667,86.5833,-16.15,96,100,10.92,overcast clouds
419,Uglovskoye,RU,51.3557,80.1942,-5.46,99,99,3.85,overcast clouds
420,Edgewater,US,28.9889,-80.9023,52.0,63,0,7.72,clear sky
421,Olafsvik,IS,64.8945,-23.7142,29.73,66,52,14.27,broken clouds
422,Atambua,ID,-9.1061,124.8925,81.03,79,85,4.85,overcast clouds
423,Kloulklubed,PW,7.0419,134.2556,86.5,79,100,9.89,overcast clouds
424,Marsh Harbour,BS,26.5412,-77.0636,72.14,77,89,10.4,overcast clouds
425,Hambantota,LK,6.1241,81.1185,81.63,64,77,3.56,moderate rain
426,Tezu,IN,27.9167,96.1667,67.21,54,97,2.91,overcast clouds
427,Gushikawa,JP,26.3544,127.8686,64.4,75,100,13.8,overcast clouds
428,Krabi,TH,8.0726,98.9105,88.92,61,75,5.75,broken clouds
429,Zeya,RU,53.75,127.2667,9.82,56,93,2.77,overcast clouds
430,Repnoye,RU,51.5921,43.1861,10.94,96,65,6.31,broken clouds
431,Samandag,TR,36.0842,35.9771,43.32,87,58,4.9,broken clouds
432,Alexandria,EG,31.2156,29.9553,55.6,56,99,22.73,overcast clouds
433,Saint-Augustin,CA,51.226,-58.6502,19.85,86,37,9.04,scattered clouds
434,Dicabisagan,PH,17.0818,122.4157,80.8,67,51,6.8,broken clouds
435,Copperas Cove,US,31.1241,-97.9031,53.33,48,0,0.0,clear sky
436,Pangoa,PE,-12.1167,-73.0,67.96,99,100,1.92,overcast clouds
437,Mbandaka,CD,0.0487,18.2603,76.75,42,100,3.6,overcast clouds
438,Vryburg,ZA,-26.9566,24.7284,67.62,55,5,5.12,clear sky
439,Jalu,LY,29.0331,21.5482,47.41,64,4,8.39,clear sky
440,Abu Dhabi,AE,24.4667,54.3667,64.96,88,0,1.14,clear sky
441,Kumylzhenskaya,RU,49.8809,42.5898,21.43,96,49,9.73,scattered clouds
442,Saint Anthony,US,45.0205,-93.218,24.75,73,100,19.57,overcast clouds
443,Luzhou,CN,28.8724,105.4405,49.15,66,99,2.3,overcast clouds
444,Richards Bay,ZA,-28.783,32.0377,69.67,91,2,3.65,clear sky
445,Shitanjing,CN,39.2342,106.3439,26.89,45,93,3.04,overcast clouds
446,Patan,NP,27.6667,85.3333,53.98,71,20,2.3,few clouds
447,Tuatapere,NZ,-46.1333,167.6833,74.82,67,46,6.33,scattered clouds
448,Codrington,AU,-38.2667,141.9667,67.68,51,84,15.05,broken clouds
449,Show Low,US,34.2542,-110.0298,38.14,32,0,3.44,clear sky
450,Nabire,ID,-3.3667,135.4833,78.04,91,100,3.33,overcast clouds
451,Tautira,PF,-17.7333,-149.15,84.22,75,37,14.18,scattered clouds
452,Lucknow,IN,26.85,80.9167,53.58,87,40,5.75,mist
453,Vagur,FO,61.4732,-6.8119,36.39,62,100,25.21,overcast clouds
454,Guararapes,BR,-21.2608,-50.6428,70.74,77,100,8.3,overcast clouds
455,Turayf,SA,31.6725,38.6637,39.45,87,0,13.8,clear sky
456,Puerto Colombia,CO,10.9878,-74.9547,80.69,84,43,24.58,scattered clouds
457,Giyon,ET,8.5333,37.9833,60.37,40,72,4.29,broken clouds
458,Atasu,KZ,48.6814,71.6433,6.1,97,91,3.2,overcast clouds
459,Lorengau,PG,-2.0226,147.2712,83.44,76,71,8.46,broken clouds
460,Nizwa,OM,22.9333,57.5333,62.31,58,2,0.63,clear sky
461,Koslan,RU,63.4564,48.8989,18.3,93,100,10.02,overcast clouds
462,Kaligutan,PH,7.7031,125.8131,82.83,76,95,10.29,light rain
463,Hofn,IS,64.2539,-15.2082,20.93,67,69,15.66,broken clouds
464,Magdagachi,RU,53.45,125.8,9.0,61,82,4.03,broken clouds
465,Buchanan,LR,5.8808,-10.0467,77.04,90,23,3.62,few clouds
466,Bilibino,RU,68.0546,166.4372,-35.03,100,76,1.39,broken clouds
467,Belaya Gora,RU,68.5333,146.4167,-32.48,96,39,4.7,scattered clouds
468,Trelew,AR,-43.249,-65.3051,64.72,84,100,4.9,overcast clouds
469,Shaoyang,CN,27.2315,111.4525,38.79,88,100,3.76,overcast clouds
470,Caborca,MX,30.5838,-111.101,60.22,18,0,3.22,clear sky
471,Billings,US,45.7833,-108.5007,49.93,56,75,17.27,broken clouds
472,Port Blair,IN,11.6667,92.75,84.24,70,20,12.66,few clouds
473,Poso,ID,-1.3959,120.7524,84.4,64,100,2.62,overcast clouds
474,Westport,US,41.1415,-73.3579,37.76,86,0,3.0,clear sky
475,Mtwara,TZ,-10.2667,40.1833,79.09,85,100,8.3,light rain
476,Sioux Lookout,CA,50.1001,-91.917,7.18,78,100,8.05,overcast clouds
477,Sarangani,PH,5.4033,125.4636,81.88,78,93,21.56,overcast clouds
478,Harrison,US,30.4091,-89.0436,51.87,74,0,5.75,clear sky
479,Orje,NO,59.4802,11.6602,36.41,70,16,15.46,few clouds
480,Stokmarknes,NO,68.5646,14.9108,34.5,93,100,9.4,snow
481,Teahupoo,PF,-17.8333,-149.2667,78.76,77,51,14.74,light rain
482,Sayyan,YE,15.1718,44.3244,50.92,39,0,1.74,clear sky
483,Paulo Ramos,BR,-4.2167,-45.1833,73.35,97,100,3.02,overcast clouds
484,Santa Cruz,BO,-17.8,-63.1667,69.26,83,23,5.75,few clouds
485,Kondoa,TZ,-4.9,35.7833,60.42,81,100,0.89,overcast clouds
486,Raduzhnyy,RU,62.0961,77.475,-14.22,98,14,5.57,few clouds
487,Bikaner,IN,28.0167,73.3,64.11,41,0,2.82,clear sky
488,Clyde River,CA,70.4692,-68.5914,-12.77,77,100,25.32,light snow
489,Markova,UA,48.6758,24.4138,37.2,93,88,3.85,overcast clouds
490,Alba,PL,52.0324,23.1165,42.71,90,100,13.98,overcast clouds
491,Pangody,RU,65.85,74.4859,-5.53,89,21,13.2,few clouds
492,Monrovia,LR,6.3005,-10.7969,77.11,86,2,2.86,clear sky
493,Oum Hadjer,TD,13.2954,19.6966,62.06,14,0,9.86,clear sky
494,Soyo,AO,-6.1349,12.3689,75.49,87,84,7.16,broken clouds
495,Manavalakurichi,IN,8.1333,77.3,86.09,52,100,8.21,overcast clouds
496,Ulladulla,AU,-35.35,150.4667,91.76,54,53,5.19,broken clouds
497,Necochea,AR,-38.5473,-58.7368,66.04,68,2,13.04,clear sky
498,Hanyang,CN,32.1371,105.5126,43.0,56,95,3.02,overcast clouds
499,Oistins,BB,13.0667,-59.5333,77.09,73,40,21.85,scattered clouds
500,Ouallam,NE,14.3188,2.0866,68.11,11,0,12.15,clear sky
501,Salalah,OM,17.0151,54.0924,69.89,24,0,11.5,clear sky
502,San Agustin,MX,20.5333,-103.4667,60.85,41,0,0.0,clear sky
503,Samarai,PG,-10.6167,150.6667,83.39,66,78,12.44,broken clouds
504,Taywarah,AF,33.35,64.4167,16.32,61,0,3.36,clear sky
505,Karratha,AU,-20.7377,116.8463,90.16,56,6,17.63,clear sky
506,Jining,CN,35.405,116.5814,46.72,49,18,5.86,few clouds
507,Virginia Beach,US,36.8529,-75.978,43.02,73,0,4.61,clear sky
508,Lamu,KE,-2.2717,40.902,79.02,84,64,13.91,broken clouds
509,Evensk,RU,61.95,159.2333,-6.61,77,79,1.43,broken clouds
510,Anadyr,RU,64.75,177.4833,-28.7,73,0,8.95,clear sky
511,Gat,IL,31.61,34.7642,48.4,100,91,18.66,overcast clouds
512,Kamenka,RU,51.3223,42.7678,9.1,99,54,6.33,broken clouds
513,Oriximina,BR,-1.7656,-55.8661,73.44,96,96,1.63,overcast clouds
514,Broome,US,42.2506,-75.833,41.9,67,100,8.01,overcast clouds
515,Naifaru,MV,5.4444,73.3657,80.64,72,30,4.74,scattered clouds
516,Mgandu,TZ,-5.95,34.1333,60.66,94,100,1.7,light rain
517,Lungi,SL,9.2212,-12.6831,69.37,93,1,1.54,clear sky
518,Sibenik,HR,43.7272,15.9058,40.66,58,8,3.76,clear sky
519,Robertsport,LR,6.7533,-11.3686,77.88,85,1,2.77,clear sky
520,Zhuhai,CN,22.2769,113.5678,69.91,82,75,11.5,broken clouds
521,Nobeoka,JP,32.5833,131.6667,49.77,59,71,5.55,broken clouds
522,Sakakah,SA,29.9697,40.2064,49.57,70,0,8.34,clear sky
523,Antropovo,RU,58.3988,43.0066,20.62,96,99,6.24,snow
524,Krasnoselkup,RU,65.7,82.4667,-11.43,87,20,9.24,few clouds
525,Ihosy,MG,-22.4,46.1167,70.99,88,100,5.97,overcast clouds
526,Mokhsogollokh,RU,61.4681,128.9203,-10.12,89,100,1.36,overcast clouds
527,Ariquemes,BR,-9.9133,-63.0408,71.74,98,100,1.61,overcast clouds
528,Kiunga,PG,-6.1219,141.2906,81.32,86,99,3.24,overcast clouds
529,Aykhal,RU,66.0,111.5,-3.59,74,99,3.04,overcast clouds
530,Bonthe,SL,7.5264,-12.505,75.61,91,0,1.86,clear sky
531,Severnyy,RU,50.677,36.5532,32.04,80,75,4.47,light snow
532,Tecoanapa,MX,16.5167,-98.75,75.18,76,3,3.58,clear sky
533,Rapar,IN,23.5667,70.6333,70.23,40,0,11.88,clear sky
534,Poopo,BO,-18.3667,-66.9667,44.01,79,67,5.57,broken clouds
535,Wanning,CN,18.8003,110.3967,75.67,80,72,9.17,broken clouds
536,Cornelio Procopio,BR,-23.1811,-50.6467,68.63,87,2,6.6,clear sky
537,Ust-Barguzin,RU,53.45,108.9833,4.82,90,100,9.64,light snow
538,Coahuayana,MX,18.7333,-103.6833,66.33,78,0,4.05,clear sky
539,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,72.9,36,0,4.54,clear sky
540,Adrar,MR,20.5022,-10.0711,60.39,18,5,12.44,clear sky
541,Abu Kamal,SY,34.4506,40.9171,49.48,61,2,8.48,clear sky
542,Barcelona,ES,41.3888,2.159,51.71,86,20,11.5,few clouds
543,Shache,CN,38.4167,77.2406,31.71,41,97,3.18,overcast clouds
544,Namuac,PH,18.6109,121.1657,80.29,72,15,13.4,few clouds
545,Pop,UZ,40.8736,71.1089,37.89,48,97,3.0,overcast clouds
546,Caceres,ES,39.522,-6.3748,40.8,80,22,2.64,few clouds
547,Weyburn,CA,49.6668,-103.8511,32.22,86,100,4.61,overcast clouds
548,Paka,MY,4.6374,103.4368,78.73,94,40,5.75,scattered clouds
549,Santa Cecilia,BR,-26.9608,-50.4269,58.24,96,81,4.38,broken clouds
550,Fairbanks,US,64.8378,-147.7164,-1.91,78,100,6.91,light snow
551,Mapastepec,MX,15.4333,-92.9,73.17,66,8,4.7,clear sky
552,Maiduguri,NG,11.8464,13.1603,62.06,47,43,7.74,scattered clouds
553,Santa Cruz Cabralia,BR,-16.2781,-39.0247,79.03,83,20,1.14,few clouds
554,Verkhnyaya Inta,RU,65.9811,60.3094,11.61,72,47,16.58,scattered clouds
555,Umm Lajj,SA,25.0213,37.2685,65.32,61,0,13.4,clear sky
556,Nhulunbuy,AU,-12.2333,136.7667,86.61,74,75,14.97,broken clouds
557,Kawalu,ID,-7.3817,108.2082,75.78,88,100,1.79,overcast clouds
558,Gandajika,CD,-6.75,23.95,66.0,97,98,1.5,overcast clouds
